id;data_de_criacao;flag;lat;long
175185;2016-04-14;MAR397790217;-7.347348599999999;-37.2868284
175195;2016-04-14;MAR397790343;-7.347348599999999;-37.2868284
175208;2016-06-07;ROS67053588;-7.4686612;-37.2746574
175219;2016-06-07;ROS67089657;-7.4686612;-37.2746574
175230;2016-04-20;LED398724712;-7.347348599999999;-37.2868284
175241;2016-04-21;LED398796450;-7.347348599999999;-37.2868284
175252;2016-06-07;ROS67161536;-7.4686612;-37.2746574
175263;2016-04-21;LED398832552;-7.347348599999999;-37.2868284
175274;2016-04-21;LED398904328;-7.347348599999999;-37.2868284
175285;2016-06-07;ROS67305252;-7.4686612;-37.2746574
175296;2016-06-08;ROS65831833;-7.4686612;-37.2746574
175307;2016-04-21;LED399838750;-7.347348599999999;-37.2868284
175316;2016-06-09;MAR65867703;-8.8149803;-35.1928191
175327;2016-06-08;ROS65903642;-7.4686612;-37.2746574
175338;2016-04-21;LED399910495;-7.347348599999999;-37.2868284
175346;2016-06-10;MAR65903735;-8.8149803;-35.1928191
175357;2016-04-21;LED399910630;-7.347348599999999;-37.2868284
175365;2016-06-09;MAR65939676;-8.8149803;-35.1928191
175376;2016-04-21;LED399946528;-7.347348599999999;-37.2868284
175384;2016-06-06;MAR66011448;-8.8149803;-35.1928191
175395;2016-06-08;ROS66011448;-7.4686612;-37.2746574
175406;2016-04-18;LED399982534;-7.347348599999999;-37.2868284
175417;2016-04-18;LED400054247;-7.347348599999999;-37.2868284
175425;2016-05-15;VIL66047490;-8.8149803;-35.1928191
175436;2016-06-08;ROS66047490;-7.4686612;-37.2746574
175447;2016-04-18;LED400054381;-7.347348599999999;-37.2868284
175458;2016-06-08;ROS66083419;-7.4686612;-37.2746574
175469;2016-04-19;LED400090283;-7.347348599999999;-37.2868284
175478;2016-04-19;LED400126147;-7.347348599999999;-37.2868284
175489;2016-06-08;ROS64609872;-7.4686612;-37.2746574
175500;2016-04-19;LED400162091;-7.347348599999999;-37.2868284
175508;2016-05-25;MAR64645778;-8.8149803;-35.1928191
175516;2016-05-25;MAR64645876;-8.8149803;-35.1928191
175524;2016-05-06;MAR64681711;-8.8149803;-35.1928191
175535;2016-04-19;LED1685377152;-7.347348599999999;-37.2868284
175543;2016-05-09;MAR64681811;-8.8149803;-35.1928191
175551;2016-05-11;MAR64717682;-8.8149803;-35.1928191
175559;2016-05-12;MAR64717821;-8.8149803;-35.1928191
175570;2016-04-20;LED1685448926;-7.347348599999999;-37.2868284
175578;2016-05-13;MAR64753659;-8.8149803;-35.1928191
175589;2016-06-01;ROS64789563;-7.4686612;-37.2746574
175597;2016-05-25;SOL64789661;-8.8149803;-35.1928191
175608;2016-05-09;GIZ64825497;-8.8149803;-35.1928191
175619;2016-06-01;ROS64825493;-7.4686612;-37.2746574
175630;2016-04-20;LED1685556775;-7.347348599999999;-37.2868284
